NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,본번,부번,단지명,전용면적(㎡),층,건물명
9705,전남광주통합특별시 북구 운암동,3**,12m미만,36.3,월세,202402,6,300,40,2014.0,서암대로42번길,202402~202502,신규,-,,,단독다가구,,,,,,
9707,전남광주통합특별시 서구 금호동,8**,-,39.6,월세,202402,6,300,44,,화개중앙로3번길,202402~202502,신규,-,,,단독다가구,,,,,,
9708,전남광주통합특별시 광산구 신창동,1***,12m미만,20.45,월세,202402,6,900,48,2012.0,신창로48번길,202402~202502,신규,-,,,단독다가구,,,,,,
9709,전남광주통합특별시 북구 용봉동,1***,12m미만,33.0,월세,202402,6,300,52,2016.0,설죽로214번길,202402~202502,신규,-,,,단독다가구,,,,,,
9710,전남광주통합특별시 광산구 신창동,1***,-,27.0,월세,202402,6,100,29,,신창로48번길,202402~202502,신규,-,,,단독다가구,,,,,,
9711,전남광주통합특별시 순천시 가곡동,1***,25m미만,30.0,전세,202402,6,"5,000",0,2016.0,원가곡3길,-,-,-,,,단독다가구,,,,,,
9712,전남광주통합특별시 여수시 신기동,1*,12m미만,33.0,월세,202402,6,200,43,2018.0,신기북3길,202402~202408,신규,-,,,단독다가구,,,,,,
9713,전남광주통합특별시 순천시 연향동,1***,12m미만,40.0,월세,202402,6,300,43,2013.0,팔마3길,-,-,-,,,단독다가구,,,,,,
9714,전남광주통합특별시 나주시 송월동,1***,8m미만,17.24,월세,202402,5,200,45,2022.0,송월11길,202402~202502,신규,-,,,단독다가구,,,,,,
9715,전남광주통합특별시 순천시 덕월동,1***,8m미만,21.0,월세,202402,5,"2,000",23,2003.0,덕월3길,-,-,-,,,단독다가구,,,,,,
9717,전남광주통합특별시 순천시 덕월동,1***,8m미만,30.0,월세,202402,5,100,30,2010.0,덕월3길,202402~202502,신규,-,,,단독다가구,,,,,,
9719,전남광주통합특별시 여수시 신기동,1**,-,40.0,월세,202402,5,"9,000",10,,신기남3길,202312~202512,신규,-,,,단독다가구,,,,,,
9720,전남광주통합특별시 여수시 화장동,8**,12m미만,35.5,월세,202402,5,200,55,,대통3길,202402~202502,신규,-,,,단독다가구,,,,,,
9721,전남광주통합특별시 여수시 화장동,8**,25m미만,38.2,월세,202402,5,200,55,,대통로,202402~202502,신규,-,,,단독다가구,,,,,,
9722,전남광주통합특별시 여수시 화장동,8**,-,38.2,월세,202402,5,200,55,,대통로,202402~202502,신규,-,,,단독다가구,,,,,,
9723,전남광주통합특별시 순천시 연향동,1***,12m미만,30.0,월세,202402,5,200,40,2017.0,대석1길,202402~202502,신규,-,,,단독다가구,,,,,,
9726,전남광주통합특별시 동구 지산동,4**,12m미만,30.8,전세,202402,5,"4,500",0,,지산로,202402~202602,신규,-,,,단독다가구,,,,,,
9727,전남광주통합특별시 북구 중흥동,2**,8m미만,25.47,월세,202402,5,100,25,2012.0,서방로31번길,202402~202408,신규,-,,,단독다가구,,,,,,
9728,전남광주통합특별시 서구 화정동,7**,12m미만,25.0,월세,202402,5,150,25,2010.0,화운로155번길,-,-,-,,,단독다가구,,,,,,
9729,전남광주통합특별시 남구 서동,7*,12m미만,29.87,월세,202402,5,300,65,2019.0,중앙로50번안길,202402~202502,신규,-,,,단독다가구,,,,,,
9730,전남광주통합특별시 광산구 수완동,1***,25m미만,32.0,전세,202402,5,"4,500",0,2015.0,수완로50번길,202402~202602,신규,-,,,단독다가구,,,,,,
9731,전남광주통합특별시 담양군 담양읍 양각리,*,8m미만,30.0,월세,202402,5,200,28,1998.0,죽향문화로,202402~202502,신규,-,,,단독다가구,,,,,,
9732,전남광주통합특별시 순천시 매곡동,4**,8m미만,27.0,전세,202402,5,"4,500",0,2016.0,북정2길,-,-,-,,,단독다가구,,,,,,
9733,전남광주통합특별시 서구 쌍촌동,1***,12m미만,33.0,월세,202402,5,300,39,2004.0,상무민주로32번길,202402~202502,신규,-,,,단독다가구,,,,,,
9734,전남광주통합특별시 순천시 석현동,2**,12m미만,27.0,월세,202402,5,200,29,2012.0,오리정2길,202402~202502,신규,-,,,단독다가구,,,,,,
9735,전남광주통합특별시 광산구 신창동,1***,12m미만,21.0,월세,202402,5,200,35,,신창로48번길,202402~202502,신규,-,,,단독다가구,,,,,,
9737,전남광주통합특별시 광산구 수완동,1***,12m미만,28.0,월세,202402,5,300,45,2014.0,수완로10번길,202402~202502,신규,-,,,단독다가구,,,,,,
9738,전남광주통합특별시 순천시 석현동,8**,25m미만,30.0,월세,202402,5,100,31,2014.0,석현길,202402~202502,신규,-,,,단독다가구,,,,,,
9739,전남광주통합특별시 광산구 월계동,8**,-,27.6,월세,202402,5,300,36,,첨단내촌로35번길,202402~202502,신규,-,,,단독다가구,,,,,,
9740,전남광주통합특별시 북구 용봉동,7**,12m미만,30.0,월세,202402,5,300,34,2013.0,비엔날레로82번길,202402~202502,신규,-,,,단독다가구,,,,,,
9741,전남광주통합특별시 남구 월산동,1***,-,24.71,전세,202402,5,"9,500",0,,군분로82번길,202402~202602,신규,-,,,단독다가구,,,,,,
9742,전남광주통합특별시 북구 일곡동,8**,12m미만,33.05,전세,202402,5,"3,500",0,2014.0,일곡택지로53번길,-,-,-,,,단독다가구,,,,,,
9745,전남광주통합특별시 광산구 월계동,8**,12m미만,27.44,월세,202402,5,300,49,2019.0,첨단내촌로70번길,202403~202503,신규,-,,,단독다가구,,,,,,
9746,전남광주통합특별시 남구 방림동,*,8m미만,24.75,월세,202402,5,300,40,2022.0,천변좌로574번안길,202402~202502,신규,-,,,단독다가구,,,,,,
9747,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,23.04,월세,202402,5,"2,000",50,2023.0,송산2길,202402~202502,신규,-,,,단독다가구,,,,,,
9748,전남광주통합특별시 광산구 신창동,1***,12m미만,29.0,월세,202402,5,250,36,2013.0,신창로86번길,202402~202502,신규,-,,,단독다가구,,,,,,
9754,전남광주통합특별시 광산구 월계동,7**,12m미만,33.0,월세,202402,5,300,36,2005.0,첨단내촌로11번길,202402~202502,신규,-,,,단독다가구,,,,,,
9755,전남광주통합특별시 광산구 월계동,8**,25m미만,27.0,월세,202402,5,300,48,2013.0,첨단중앙로124번길,202402~202502,신규,-,,,단독다가구,,,,,,
9757,전남광주통합특별시 서구 금호동,8**,12m미만,33.0,월세,202402,5,100,28,2009.0,화개2로9번길,202402~202502,신규,-,,,단독다가구,,,,,,
9758,전남광주통합특별시 북구 운암동,8**,-,25.5,월세,202402,5,200,30,,동운로201번길,202402~202502,신규,-,,,단독다가구,,,,,,
9759,전남광주통합특별시 동구 서석동,1*,8m미만,13.2,월세,202402,5,300,28,2017.0,백서로,202402~202502,신규,-,,,단독다가구,,,,,,
9762,전남광주통합특별시 광양시 중동,1***,12m미만,24.0,월세,202402,5,200,33,2010.0,중촌길,202402~202502,신규,-,,,단독다가구,,,,,,
9763,전남광주통합특별시 구례군 토지면 외곡리,3**,8m미만,37.84,월세,202402,5,100,60,2007.0,외곡중기길,202402~202408,신규,-,,,단독다가구,,,,,,
9764,전남광주통합특별시 광산구 하남동,8**,12m미만,13.48,월세,202402,5,200,38,2020.0,고봉로125번안길,202402~202502,신규,-,,,단독다가구,,,,,,
9765,전남광주통합특별시 광산구 하남동,8**,-,29.98,월세,202402,5,500,50,,고봉로125번길,202402~202502,신규,-,,,단독다가구,,,,,,
9766,전남광주통합특별시 남구 월산동,1***,8m미만,33.0,월세,202402,5,200,38,2016.0,봉주1길,202403~202503,신규,-,,,단독다가구,,,,,,
9767,전남광주통합특별시 북구 신안동,4**,-,26.5,월세,202402,5,200,37,,자미로39번길,202402~202502,신규,-,,,단독다가구,,,,,,
9770,전남광주통합특별시 순천시 매곡동,3**,12m미만,15.0,월세,202402,4,100,30,2011.0,북정3길,202402~202408,신규,-,,,단독다가구,,,,,,
9772,전남광주통합특별시 북구 신안동,1**,-,29.14,월세,202402,4,500,56,,경양로87번길,202402~202502,신규,-,,,단독다가구,,,,,,
9773,전남광주통합특별시 광산구 지산동,5**,-,34.0,월세,202402,4,300,48,,,-,-,-,,,단독다가구,,,,,,
9775,전남광주통합특별시 북구 문흥동,9**,8m미만,32.0,월세,202402,4,300,52,2005.0,호동로79번길,202402~202502,신규,-,,,단독다가구,,,,,,
9776,전남광주통합특별시 동구 계림동,1***,8m미만,27.0,월세,202402,4,200,32,2015.0,무등로375번길,202402~202502,신규,-,,,단독다가구,,,,,,
9778,전남광주통합특별시 광산구 월계동,8**,12m미만,30.0,월세,202402,4,100,33,2002.0,첨단내촌로36번길,202402~202502,신규,-,,,단독다가구,,,,,,
9779,전남광주통합특별시 순천시 매곡동,6*,8m미만,26.0,월세,202402,4,100,28,2011.0,매곡3길,202402~202502,갱신,-,100,28.0,단독다가구,,,,,,
9781,전남광주통합특별시 광산구 소촌동,2**,25m미만,30.0,월세,202402,4,200,27,2017.0,소촌로86번길,202402~202502,신규,-,,,단독다가구,,,,,,
9782,전남광주통합특별시 목포시 옥암동,1***,12m미만,21.0,월세,202402,4,200,35,2018.0,후광대로105번안길,202402~202502,신규,-,,,단독다가구,,,,,,
9783,전남광주통합특별시 목포시 산정동,1***,8m미만,33.0,전세,202402,4,"1,500",0,1991.0,북항주택로32번길,202402~202602,신규,-,,,단독다가구,,,,,,
9784,전남광주통합특별시 동구 동명동,1**,8m미만,25.0,월세,202402,4,200,30,2013.0,필문대로253번길,202402~202502,신규,-,,,단독다가구,,,,,,
9785,전남광주통합특별시 동구 동명동,1**,8m미만,38.0,월세,202402,4,300,51,2013.0,필문대로253번길,202402~202502,신규,-,,,단독다가구,,,,,,
9786,전남광주통합특별시 동구 지산동,4**,-,24.71,전세,202402,4,"4,000",0,,필문대로263번길,202402~202602,신규,-,,,단독다가구,,,,,,
9788,전남광주통합특별시 북구 운암동,8**,-,26.7,월세,202402,4,300,30,,서강로53번길,202402~202502,신규,-,,,단독다가구,,,,,,
9789,전남광주통합특별시 북구 두암동,8**,-,33.3,월세,202402,4,200,34,,서방로107번길,202402~202502,신규,-,,,단독다가구,,,,,,
9790,전남광주통합특별시 여수시 문수동,4**,8m미만,30.0,월세,202402,4,"3,000",20,2021.0,문수8길,202402~202502,신규,-,,,단독다가구,,,,,,
9791,전남광주통합특별시 여수시 미평동,7**,-,30.0,월세,202402,4,50,32,,양지4길,202402~202502,신규,-,,,단독다가구,,,,,,
9793,전남광주통합특별시 여수시 문수동,1**,8m미만,33.0,월세,202402,3,100,30,2014.0,문수3길,202402~202502,신규,-,,,단독다가구,,,,,,
9794,전남광주통합특별시 나주시 송월동,1***,12m미만,26.44,월세,202402,3,200,35,2014.0,송월6길,202402~202502,신규,-,,,단독다가구,,,,,,
9795,전남광주통합특별시 여수시 미평동,7**,-,23.0,월세,202402,3,50,32,,양지4길,202402~202502,신규,-,,,단독다가구,,,,,,
9796,전남광주통합특별시 서구 풍암동,1***,25m미만,27.0,월세,202402,3,200,35,2018.0,풍암신흥로,202402~202502,신규,-,,,단독다가구,,,,,,
9797,전남광주통합특별시 순천시 매곡동,2**,-,36.0,월세,202402,3,100,30,,북정6길,202402~202502,신규,-,,,단독다가구,,,,,,
9798,전남광주통합특별시 동구 지산동,4**,8m미만,23.0,월세,202402,3,200,39,2018.0,지호로,202402~202502,신규,-,,,단독다가구,,,,,,
9799,전남광주통합특별시 동구 지산동,1**,8m미만,30.0,월세,202402,3,100,24,2011.0,지호로86번길,-,-,-,,,단독다가구,,,,,,
9800,전남광주통합특별시 광산구 수완동,1***,12m미만,40.0,월세,202402,3,"2,000",43,2015.0,수완로10번길,202402~202502,신규,-,,,단독다가구,,,,,,
9801,전남광주통합특별시 광산구 수완동,1***,12m미만,29.0,월세,202402,3,200,43,2014.0,수완로11번안길,202402~202502,신규,-,,,단독다가구,,,,,,
9802,전남광주통합특별시 광산구 수완동,1***,12m미만,29.0,월세,202402,3,200,43,2013.0,수완로11번안길,202402~202502,신규,-,,,단독다가구,,,,,,
9805,전남광주통합특별시 동구 산수동,5**,12m미만,20.08,월세,202402,3,300,43,,필문대로191번길,202402~202502,신규,-,,,단독다가구,,,,,,
9806,전남광주통합특별시 남구 송하동,4*,-,27.0,월세,202402,3,500,40,,효덕로303번길,202402~202501,신규,-,,,단독다가구,,,,,,
9808,전남광주통합특별시 서구 쌍촌동,9**,12m미만,14.55,월세,202402,3,300,45,2019.0,월드컵4강로146번길,202402~202502,신규,-,,,단독다가구,,,,,,
9809,전남광주통합특별시 서구 쌍촌동,1***,-,39.6,월세,202402,3,200,38,,,-,-,-,,,단독다가구,,,,,,
9810,전남광주통합특별시 순천시 석현동,2**,-,39.0,월세,202402,3,100,31,,석현길,202402~202502,신규,-,,,단독다가구,,,,,,
9811,전남광주통합특별시 북구 양산동,9**,12m미만,20.0,월세,202402,3,300,41,2019.0,양산택지로37번길,202402~202502,신규,-,,,단독다가구,,,,,,
9812,전남광주통합특별시 서구 쌍촌동,1***,12m미만,22.8,월세,202402,3,100,26,2003.0,상일로14번길,-,-,-,,,단독다가구,,,,,,
9813,전남광주통합특별시 서구 쌍촌동,9**,8m미만,33.0,월세,202402,3,300,39,2021.0,상무대로967번길,202402~202602,신규,-,,,단독다가구,,,,,,
9814,전남광주통합특별시 광산구 월계동,7**,-,28.12,월세,202402,3,100,25,,월계로34번길,202402~202502,신규,-,,,단독다가구,,,,,,
9815,전남광주통합특별시 서구 화정동,7**,12m미만,32.0,월세,202402,3,"4,000",10,2013.0,화운로126번길,202402~202602,신규,-,,,단독다가구,,,,,,
9816,전남광주통합특별시 서구 화정동,7*,12m미만,27.0,월세,202402,3,"2,400",34,2016.0,내방로,202402~202602,신규,-,,,단독다가구,,,,,,
9817,전남광주통합특별시 담양군 담양읍 백동리,2**,-,40.0,월세,202402,3,500,43,,,-,-,-,,,단독다가구,,,,,,
9818,전남광주통합특별시 광산구 산정동,1**,12m미만,36.0,월세,202402,3,300,50,2015.0,목련로2번길,202402~202502,신규,-,,,단독다가구,,,,,,
9819,전남광주통합특별시 광산구 하남동,1***,12m미만,23.81,월세,202402,3,500,58,2022.0,하남마항로29번길,202402~202502,신규,-,,,단독다가구,,,,,,
9820,전남광주통합특별시 광산구 하남동,8**,-,29.82,월세,202402,3,500,62,,고봉로125번길,202402~202502,신규,-,,,단독다가구,,,,,,
9821,전남광주통합특별시 광산구 하남동,5**,12m미만,23.0,월세,202402,3,200,28,2017.0,하남대로54번안길,-,-,-,,,단독다가구,,,,,,
9822,전남광주통합특별시 북구 용봉동,1***,8m미만,40.0,월세,202402,3,300,45,2018.0,반룡로42번길,202402~202501,신규,-,,,단독다가구,,,,,,
9823,전남광주통합특별시 남구 백운동,5**,8m미만,28.0,월세,202402,3,200,29,2007.0,백운로5번길,202402~202502,신규,-,,,단독다가구,,,,,,
9825,전남광주통합특별시 남구 백운동,6**,12m미만,26.26,월세,202402,3,200,30,2020.0,진다리로39번길,202402~202502,신규,-,,,단독다가구,,,,,,
9826,전남광주통합특별시 남구 백운동,6**,-,26.26,월세,202402,3,200,30,,진다리로39번길,202402~202502,신규,-,,,단독다가구,,,,,,
9827,전남광주통합특별시 광산구 월곡동,5**,-,33.0,월세,202402,3,200,43,,월곡로71번길,202402~202502,신규,-,,,단독다가구,,,,,,
9828,전남광주통합특별시 북구 두암동,5**,12m미만,30.0,월세,202402,3,300,60,2024.0,문화소통로302번길,-,-,-,,,단독다가구,,,,,,
9829,전남광주통합특별시 남구 임암동,8**,-,30.0,월세,202402,3,500,50,,효천안길,202402~202502,신규,-,,,단독다가구,,,,,,
9830,전남광주통합특별시 광산구 선암동,7**,12m미만,27.0,월세,202402,3,200,30,2012.0,선운로2번길,-,-,-,,,단독다가구,,,,,,
9831,전남광주통합특별시 서구 치평동,1***,12m미만,22.8,월세,202402,3,300,35,2014.0,상무화원로17번길,202402~202502,신규,-,,,단독다가구,,,,,,
9833,전남광주통합특별시 남구 진월동,5**,25m미만,32.0,월세,202402,3,300,35,2015.0,효덕로,202402~202502,신규,-,,,단독다가구,,,,,,
9834,전남광주통합특별시 북구 신안동,2**,-,23.0,월세,202402,3,200,29,,신흥로27번길,202401~202501,신규,-,,,단독다가구,,,,,,
9838,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,29.0,월세,202402,3,200,40,2013.0,매안4길,202402~202502,신규,-,,,단독다가구,,,,,,
9839,전남광주통합특별시 서구 쌍촌동,1***,-,40.0,월세,202402,3,200,35,,,-,-,-,,,단독다가구,,,,,,
9840,전남광주통합특별시 광산구 월계동,8**,12m미만,26.14,월세,202402,3,200,28,2001.0,첨단내촌로35번길,202402~202502,신규,-,,,단독다가구,,,,,,
9843,전남광주통합특별시 광양시 광양읍 덕례리,1***,-,22.0,월세,202402,3,100,30,,예구2길,202402~202408,신규,-,,,단독다가구,,,,,,
9845,전남광주통합특별시 여수시 돌산읍 우두리,1***,8m미만,39.6,월세,202402,2,100,32,2017.0,강남2길,202402~202502,신규,-,,,단독다가구,,,,,,
9846,전남광주통합특별시 동구 소태동,6**,8m미만,30.0,월세,202402,2,200,120,,지원로12번길,202402~202408,신규,-,,,단독다가구,,,,,,
9847,전남광주통합특별시 남구 백운동,6**,-,25.41,월세,202402,2,300,45,,진다리로39번길,202402~202502,신규,-,,,단독다가구,,,,,,
9848,전남광주통합특별시 광산구 수완동,1***,25m미만,22.8,월세,202402,2,500,38,2013.0,수완로52번길,202402~202502,신규,-,,,단독다가구,,,,,,
9849,전남광주통합특별시 북구 운암동,4**,12m미만,19.5,월세,202402,2,200,31,,북문대로20번길,202402~202502,신규,-,,,단독다가구,,,,,,
9850,전남광주통합특별시 남구 주월동,4**,12m미만,33.0,월세,202402,2,300,50,,광복마을7길,202402~202502,신규,-,,,단독다가구,,,,,,
9851,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,40.0,전세,202402,2,"8,000",0,2015.0,송산6길,202402~202602,신규,-,,,단독다가구,,,,,,
9852,전남광주통합특별시 북구 운암동,9*,12m미만,23.0,월세,202402,2,200,30,2014.0,북문대로33번길,202402~202502,신규,-,,,단독다가구,,,,,,
9853,전남광주통합특별시 광양시 광양읍 덕례리,1***,-,29.0,월세,202402,2,200,30,,예구6길,202402~202502,신규,-,,,단독다가구,,,,,,
9857,전남광주통합특별시 서구 농성동,4**,12m미만,39.6,월세,202402,2,300,45,,내방로418번길,202402~202502,신규,-,,,단독다가구,,,,,,
9858,전남광주통합특별시 광양시 광양읍 용강리,9**,12m미만,33.42,월세,202402,2,300,38,2020.0,와룡2길,202402~202502,신규,-,,,단독다가구,,,,,,
9859,전남광주통합특별시 북구 용봉동,1***,8m미만,32.0,월세,202402,2,200,30,2015.0,용주로40번길,202402~202502,신규,-,,,단독다가구,,,,,,
9861,전남광주통합특별시 광산구 신가동,1***,12m미만,18.6,월세,202402,2,300,40,2020.0,수완로9번길,202402~202502,신규,-,,,단독다가구,,,,,,
9862,전남광주통합특별시 동구 지산동,4**,8m미만,26.0,월세,202402,2,100,35,2010.0,필문대로263번길,202402~202502,신규,-,,,단독다가구,,,,,,
9863,전남광주통합특별시 북구 양산동,1***,12m미만,30.0,전세,202402,2,"3,500",0,2013.0,연양로105번길,-,-,-,,,단독다가구,,,,,,
9864,전남광주통합특별시 북구 양산동,9**,12m미만,26.5,전세,202402,2,"8,000",0,2019.0,양산택지로37번길,202402~202602,신규,-,,,단독다가구,,,,,,
9865,전남광주통합특별시 순천시 매곡동,3**,-,23.14,월세,202402,2,52,32,,북정3길,202401~202501,신규,-,,,단독다가구,,,,,,
9867,전남광주통합특별시 북구 양산동,1***,-,33.0,월세,202402,2,300,30,,자라봉로56번길,202402~202502,신규,-,,,단독다가구,,,,,,
9870,전남광주통합특별시 순천시 석현동,1**,-,20.0,월세,202402,2,200,35,,삼산3길,202402~202502,신규,-,,,단독다가구,,,,,,
9871,전남광주통합특별시 서구 화정동,7**,8m미만,28.49,전세,202402,2,"9,500",0,,화운로100번길,202402~202602,신규,-,,,단독다가구,,,,,,
9872,전남광주통합특별시 동구 지산동,5**,8m미만,17.0,월세,202402,2,100,27,2012.0,필문대로287번길,202402~202502,신규,-,,,단독다가구,,,,,,
9873,전남광주통합특별시 북구 신안동,4**,25m이상,26.0,전세,202402,2,"7,000",0,2003.0,용봉로,202402~202602,-,-,,,단독다가구,,,,,,
9874,전남광주통합특별시 북구 중흥동,3**,8m미만,35.0,월세,202402,2,300,50,2021.0,신흥로,202402~202502,신규,-,,,단독다가구,,,,,,
9875,전남광주통합특별시 북구 중흥동,3**,12m미만,25.0,월세,202402,2,200,30,2017.0,용봉로90번길,202402~202502,신규,-,,,단독다가구,,,,,,
9877,전남광주통합특별시 북구 중흥동,2**,12m미만,28.0,월세,202402,2,200,30,2013.0,호동로43번길,202402~202502,신규,-,,,단독다가구,,,,,,
9878,전남광주통합특별시 북구 신안동,4**,25m이상,26.0,전세,202402,2,"7,000",0,2003.0,용봉로,-,-,-,,,단독다가구,,,,,,
9879,전남광주통합특별시 서구 쌍촌동,9**,12m미만,20.0,월세,202402,2,100,36,2011.0,쌍촌로65번길,202402~202502,신규,-,,,단독다가구,,,,,,
9881,전남광주통합특별시 순천시 조례동,1***,8m미만,25.36,월세,202402,2,0,66,2020.0,덕암새터길,202402~202602,신규,-,,,단독다가구,,,,,,
9882,전남광주통합특별시 순천시 조례동,1***,-,25.36,월세,202402,2,0,66,,,-,-,-,,,단독다가구,,,,,,
9884,전남광주통합특별시 순천시 조례동,1***,12m미만,36.0,월세,202402,2,300,50,2020.0,조례2길,202402~202502,신규,-,,,단독다가구,,,,,,
9885,전남광주통합특별시 순천시 덕월동,1***,8m미만,19.68,월세,202402,2,200,29,,덕월3길,-,-,-,,,단독다가구,,,,,,
9886,전남광주통합특별시 여수시 미평동,7**,-,23.0,월세,202402,2,50,32,,양지4길,202402~202502,신규,-,,,단독다가구,,,,,,
9887,전남광주통합특별시 나주시 대호동,1***,-,27.0,월세,202402,2,200,30,,대호길,202402~202502,신규,-,,,단독다가구,,,,,,
9889,전남광주통합특별시 여수시 덕충동,2***,8m미만,29.7,월세,202402,1,200,45,2017.0,박람회길,202402~202501,신규,-,,,단독다가구,,,,,,
9890,전남광주통합특별시 순천시 조례동,9**,12m미만,27.98,월세,202402,1,500,30,2012.0,유동길,-,-,-,,,단독다가구,,,,,,
9892,전남광주통합특별시 여수시 화장동,7**,8m미만,26.5,월세,202402,1,200,40,2017.0,화산2길,202402~202501,신규,-,,,단독다가구,,,,,,
9893,전남광주통합특별시 여수시 화장동,7**,8m미만,19.38,월세,202402,1,200,40,2019.0,성산4길,202402~202502,신규,-,,,단독다가구,,,,,,
9894,전남광주통합특별시 여수시 화장동,7**,12m미만,27.5,전세,202402,1,"5,000",0,2012.0,성산6길,-,-,-,,,단독다가구,,,,,,
9895,전남광주통합특별시 순천시 가곡동,9**,12m미만,28.0,월세,202402,1,200,35,2012.0,가곡길,202402~202502,신규,-,,,단독다가구,,,,,,
9896,전남광주통합특별시 나주시 대호동,1***,12m미만,33.0,월세,202402,1,300,28,2012.0,대호길,-,-,-,,,단독다가구,,,,,,
9898,전남광주통합특별시 여수시 안산동,6**,-,33.01,월세,202402,1,300,53,2023.0,안심산길,202402~202502,신규,-,,,단독다가구,,,,,,
9899,전남광주통합특별시 순천시 매곡동,3**,-,39.66,월세,202402,1,100,29,,북정2길,202402~202501,신규,-,,,단독다가구,,,,,,
9900,전남광주통합특별시 서구 쌍촌동,5**,8m미만,30.0,월세,202402,1,200,37,2016.0,쌍촌로47번길,202402~202502,신규,-,,,단독다가구,,,,,,
9901,전남광주통합특별시 서구 쌍촌동,1***,12m미만,26.4,월세,202402,1,200,28,2010.0,내방로211번길,202402~202502,신규,-,,,단독다가구,,,,,,
9903,전남광주통합특별시 순천시 석현동,2**,8m미만,15.0,월세,202402,1,30,20,2000.0,석현길,202402~202502,갱신,-,30,20.0,단독다가구,,,,,,
9904,전남광주통합특별시 순천시 석현동,8**,12m미만,30.0,월세,202402,1,200,59,,석현북길,202402~202502,신규,-,,,단독다가구,,,,,,
9906,전남광주통합특별시 순천시 석현동,8**,-,30.0,월세,202402,1,150,29,,석현북길,202402~202502,신규,-,,,단독다가구,,,,,,
9907,전남광주통합특별시 순천시 석현동,8**,12m미만,30.0,월세,202402,1,150,29,2017.0,석현북길,202402~202602,신규,-,,,단독다가구,,,,,,
9908,전남광주통합특별시 광양시 광양읍 덕례리,1***,12m미만,35.0,월세,202402,1,"4,000",20,2019.0,예구1길,-,-,-,,,단독다가구,,,,,,
9909,전남광주통합특별시 서구 유촌동,8**,12m미만,34.78,전세,202402,1,"8,500",0,2007.0,상무버들로54번길,202402~202602,-,-,,,단독다가구,,,,,,
9910,전남광주통합특별시 동구 지산동,4**,-,19.8,월세,202402,1,200,39,,필문대로263번길,202402~202501,신규,-,,,단독다가구,,,,,,
9912,전남광주통합특별시 북구 용봉동,1***,12m미만,23.1,월세,202402,1,300,43,2014.0,반룡로18번길,202402~202501,신규,-,,,단독다가구,,,,,,
9913,전남광주통합특별시 북구 용봉동,1***,12m미만,25.0,월세,202402,1,200,36,2022.0,저불로70번길,202402~202501,신규,-,,,단독다가구,,,,,,
9915,전남광주통합특별시 북구 오치동,1***,8m미만,33.0,월세,202402,1,100,35,2001.0,송월로20번길,202402~202601,신규,-,,,단독다가구,,,,,,
9916,전남광주통합특별시 남구 백운동,6**,25m미만,30.0,월세,202402,1,200,30,2011.0,진다리로,202402~202502,신규,-,,,단독다가구,,,,,,
9917,전남광주통합특별시 북구 용봉동,1***,-,25.0,월세,202402,1,200,30,,호동로15번길,202403~202502,신규,-,,,단독다가구,,,,,,
9918,전남광주통합특별시 북구 용봉동,1***,12m미만,18.34,월세,202402,1,800,41,2022.0,용주로8번길,202402~202502,신규,-,,,단독다가구,,,,,,
9920,전남광주통합특별시 광산구 월계동,8**,-,26.4,월세,202402,1,200,30,,,-,-,-,,,단독다가구,,,,,,
9921,전남광주통합특별시 광산구 월계동,7**,12m미만,21.0,월세,202402,1,200,38,2002.0,월계로34번길,202402~202501,신규,-,,,단독다가구,,,,,,
9922,전남광주통합특별시 동구 학동,7**,8m미만,28.0,월세,202402,1,300,30,2017.0,증심천로33번길,-,-,-,,,단독다가구,,,,,,
9924,전남광주통합특별시 남구 주월동,7*,8m미만,13.22,월세,202402,1,0,10,1989.0,봉주7길,202402~202602,신규,-,,,단독다가구,,,,,,
9925,전남광주통합특별시 동구 용산동,7**,12m미만,14.42,월세,202402,1,500,38,2022.0,용산4길,202402~202501,신규,-,,,단독다가구,,,,,,
9926,전남광주통합특별시 광산구 수완동,1***,12m미만,40.0,전세,202402,1,"7,000",0,2016.0,수완로11번안길,202402~202601,신규,-,,,단독다가구,,,,,,
9929,전남광주통합특별시 광산구 장덕동,1***,12m미만,22.08,월세,202402,1,500,42,2020.0,장신로19번길,202402~202501,신규,-,,,단독다가구,,,,,,
9930,전남광주통합특별시 광산구 장덕동,1***,12m미만,40.0,전세,202402,1,"5,990",0,2013.0,장신로20번안길,-,-,-,,,단독다가구,,,,,,
9931,전남광주통합특별시 광산구 운남동,3**,8m미만,19.0,월세,202402,1,0,10,,목련로219번길,202402~202701,신규,-,,,단독다가구,,,,,,
9932,전남광주통합특별시 북구 운암동,8**,-,25.5,월세,202402,1,200,30,,동운로201번길,202402~202502,신규,-,,,단독다가구,,,,,,
9933,전남광주통합특별시 북구 중흥동,2**,12m미만,26.0,월세,202402,1,100,29,2012.0,서방로31번길,202402~202502,신규,-,,,단독다가구,,,,,,
9934,전남광주통합특별시 무안군 삼향읍 남악리,1***,12m미만,30.0,월세,202402,1,300,37,2012.0,남악5로52번길,202402~202501,신규,-,,,단독다가구,,,,,,
