"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-12-31"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"127","전남광주통합특별시 광양시 금호동","684","0684","0000","목련빌라","전세","66.1500","202412","11","4,500","0","2","1988","금호로 244","-","-","-","","","연립다세대"
"128","전남광주통합특별시 서구 쌍촌동","534-3","0534","0003","즐거운세상","월세","43.6600","202412","10","500","50","4","2005","쌍촌로47번길 43","202412~202512","신규","-","","","연립다세대"
"129","전남광주통합특별시 북구 오치동","639","0639","0000","도나우타운","전세","52.5239","202412","10","9,144","0","4","2012","오문로 5","202412~202612","갱신","-","8,709","0","연립다세대"
"130","전남광주통합특별시 영광군 영광읍 신하리","479-6","0479","0006","대한아트빌2차","월세","67.7800","202412","10","500","63","2","2014","단신길 46","202502~202702","신규","-","","","연립다세대"
"131","전남광주통합특별시 서구 매월동","520-2","0520","0002","매월동노블힐스2014","전세","84.2300","202412","09","12,000","0","2","2016","전평길 30","202501~202701","신규","-","","","연립다세대"
"132","전남광주통합특별시 순천시 조례동","1715-2","1715","0002","(1715-2)","월세","32.0600","202412","09","300","40","3","2016","남신월1길 7","202412~202512","신규","-","","","연립다세대"
"133","전남광주통합특별시 남구 백운동","620-31","0620","0031","초원파트빌라","전세","37.1350","202412","09","6,000","0","3","2004","진다리로6번길 4","202502~202702","신규","-","","","연립다세대"
"134","전남광주통합특별시 광산구 장덕동","1105","1105","0000","수완2차숲안애","전세","84.6315","202412","09","30,000","0","3","2015","장덕로95번길 16","202503~202706","신규","-","","","연립다세대"
"135","전남광주통합특별시 광산구 도산동","814-15","0814","0015","숲안애빌리지","월세","84.3361","202412","09","1,000","60","3","2018","송도로182번길 39-12","202502~202702","신규","-","","","연립다세대"
"136","전남광주통합특별시 순천시 연향동","1669-4","1669","0004","발리타운하우스","전세","53.6050","202412","09","7,750","0","2","2010","팔마2길 110","202412~202612","갱신","-","7,600","0","연립다세대"
"137","전남광주통합특별시 서구 화정동","765-1","0765","0001","더브이테라스","전세","66.5087","202412","09","19,975","0","2","2018","화운로126번길 7-6","202501~202609","신규","-","","","연립다세대"
"138","전남광주통합특별시 화순군 화순읍 유천리","389-7","0389","0007","세종만연家","월세","67.6656","202412","09","2,000","60","1","2018","유천길 25-2","202502~202702","신규","-","","","연립다세대"
"139","전남광주통합특별시 서구 광천동","106-1","0106","0001","광천시장","월세","66.7400","202412","09","1,000","33","3","1982","죽봉대로111번길 24","202412~202612","신규","-","","","연립다세대"
"140","전남광주통합특별시 서구 쌍촌동","1004-10","1004","0010","가도스타디움","월세","16.0712","202412","07","300","35","4","2012","상무대로884번길 17-4","202412~202512","신규","-","","","연립다세대"
"141","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","월세","54.2300","202412","07","300","40","2","1988","금호로 41","202501~202512","신규","-","","","연립다세대"
"142","전남광주통합특별시 나주시 남평읍 동사리","170","0170","0000","선일사랑채","월세","83.1900","202412","07","2,000","55","1","2016","남평3로 30","202503~202703","신규","-","","","연립다세대"
"143","전남광주통합특별시 나주시 남평읍 동사리","170","0170","0000","선일사랑채","월세","83.1900","202412","07","2,000","55","1","2016","남평3로 30","202502~202702","신규","-","","","연립다세대"
"144","전남광주통합특별시 남구 봉선동","1104-1","1104","0001","무진2","월세","77.4000","202412","07","500","45","5","1985","대남대로193번길 5-1","202412~202612","신규","-","","","연립다세대"
"145","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","월세","59.3700","202412","06","2,500","15","2","1989","금호로 41","202412~202512","신규","-","","","연립다세대"
"146","전남광주통합특별시 고흥군 도양읍 봉암리","3286","3286","0000","대명(3286)","전세","65.4000","202412","06","3,000","0","4","1994","녹동신항8길 9-6","202501~202701","신규","-","","","연립다세대"
"147","전남광주통합특별시 북구 오치동","639","0639","0000","도나우타운","전세","38.6138","202412","06","6,482","0","3","2012","오문로 5","202412~202612","신규","-","","","연립다세대"
"148","전남광주통합특별시 북구 오치동","639","0639","0000","도나우타운","전세","52.5239","202412","06","9,144","0","3","2012","오문로 5","202502~202702","신규","-","","","연립다세대"
"149","전남광주통합특별시 광산구 소촌동","752-25","0752","0025","(752-25)","전세","32.2564","202412","06","6,000","0","3","2016","소촌로152번길 1","-","-","-","","","연립다세대"
"150","전남광주통합특별시 북구 오치동","639","0639","0000","도나우타운","전세","52.5239","202412","05","10,650","0","5","2012","오문로 5","202412~202612","신규","-","","","연립다세대"
"151","전남광주통합특별시 순천시 풍덕동","886-3","0886","0003","보해","월세","50.1200","202412","05","1,500","30","3","1985","역전장길 92","202412~202612","신규","-","","","연립다세대"
"152","전남광주통합특별시 광산구 신가동","485","0485","0000","신가아이윌","월세","59.0140","202412","05","4,096","12","3","2020","신창로35번길 29-19","202501~202612","갱신","-","4,065","11","연립다세대"
"153","전남광주통합특별시 광산구 신가동","596-7","0596","0007","스타파크","전세","75.2300","202412","04","13,000","0","5","2021","목련로 330-27","202501~202701","신규","-","","","연립다세대"
"154","전남광주통합특별시 광산구 신가동","596-7","0596","0007","스타파크","전세","75.2300","202412","04","13,000","0","5","2021","목련로 330-27","202501~202701","신규","-","","","연립다세대"
"155","전남광주통합특별시 남구 월산동","993-5","0993","0005","이제이펠리스","월세","15.0844","202412","04","1,000","54","4","2020","군분로109번길 7","202412~202512","신규","-","","","연립다세대"
"156","전남광주통합특별시 고흥군 고흥읍 남계리","302","0302","0000","모아빌라2차","월세","94.0500","202412","04","1,000","50","1","2000","고흥로 1834-8","202412~202512","신규","-","","","연립다세대"
"157","전남광주통합특별시 담양군 담양읍 객사리","92","0092","0000","일신프레뷰","전세","95.4892","202412","04","25,000","0","4","2020","객사5길 10","202501~202712","갱신","-","25,000","0","연립다세대"
"158","전남광주통합특별시 장흥군 장흥읍 건산리","575-8","0575","0008","동국빌라(A)","월세","34.8600","202412","03","200","35","4","2002","북부로 80","202412~202612","신규","-","","","연립다세대"
"159","전남광주통합특별시 장성군 삼계면 주산리","737-5","0737","0005","은상빌","월세","79.8339","202412","03","4,000","40","2","2020","주산1길 57","202412~202612","신규","-","","","연립다세대"
"160","전남광주통합특별시 광산구 비아동","784","0784","0000","첨단금호어울림더테라스","월세","84.6878","202412","03","10,000","90","4","2019","첨단과기로 91-23","202501~202701","신규","-","","","연립다세대"
"161","전남광주통합특별시 서구 화정동","765-1","0765","0001","더브이테라스","전세","59.9337","202412","02","21,300","0","5","2018","화운로126번길 7-6","202501~202609","갱신","사용","21,069","0","연립다세대"
"162","전남광주통합특별시 북구 두암동","863-40","0863","0040","홍은빌라","월세","66.8900","202412","02","8,500","37","1","2008","군왕로105번길 45","202412~202612","신규","-","","","연립다세대"
"163","전남광주통합특별시 서구 화정동","765-1","0765","0001","더브이테라스","전세","66.5087","202412","02","20,752","0","1","2018","화운로126번길 7-6","202501~202609","갱신","사용","20,527","0","연립다세대"
"164","전남광주통합특별시 남구 월산동","927-1","0927","0001","남부","월세","70.9900","202412","02","300","35","3","1984","군분로148번길 3","202412~202612","신규","-","","","연립다세대"
"165","전남광주통합특별시 광양시 금호동","717","0717","0000","목련연립","월세","66.4200","202412","02","300","50","1","1988","폭포사랑길 91","202412~202512","신규","-","","","연립다세대"
"166","전남광주통합특별시 서구 화정동","765-1","0765","0001","더브이테라스","전세","66.5087","202412","02","20,055","0","4","2018","화운로126번길 7-6","202501~202609","갱신","사용","19,837","0","연립다세대"
"167","전남광주통합특별시 순천시 조례동","1731-4","1731","0004","(1731-4)","월세","29.1100","202412","02","200","35","3","2019","비봉2길 7-14","202412~202506","신규","-","","","연립다세대"
"168","전남광주통합특별시 광산구 수완동","1901","1901","0000","윤슬의아침수완4차리더스카운티","월세","84.9312","202412","02","2,000","190","2","2021","북문대로 619-25","202412~202512","신규","-","","","연립다세대"
"169","전남광주통합특별시 여수시 광무동","1060","1060","0000","여수브리온오션프랑테라스","월세","84.9096","202412","02","3,000","110","4","2025","광무남2길 2-8","-","-","-","","","연립다세대"
"170","전남광주통합특별시 북구 두암동","863-40","0863","0040","홍은빌라","월세","66.8900","202412","02","8,500","37","1","2008","군왕로105번길 45","202412~202612","신규","-","","","연립다세대"
"171","전남광주통합특별시 광산구 쌍암동","694-134","0694","0134","금강빌라","월세","19.6000","202412","02","300","40","2","2013","임방울대로826번길 19-39","202412~202512","신규","-","","","연립다세대"
"172","전남광주통합특별시 순천시 조례동","1721-1","1721","0001","(1721-1)","월세","20.9656","202412","02","500","55","4","2019","유동1길 26","202412~202512","신규","-","","","연립다세대"
"173","전남광주통합특별시 여수시 선원동","1280-4","1280","0004","센트럴하우스","월세","37.1000","202412","02","200","55","2","2012","무선8길 30","202412~202512","신규","-","","","연립다세대"
"174","전남광주통합특별시 무안군 무안읍 교촌리","415-2","0415","0002","백년가클래스","전세","84.9885","202412","02","8,000","0","1","2023","경신길 10-3","202412~202712","신규","-","","","연립다세대"
"175","전남광주통합특별시 동구 소태동","산223","0223","0000","대명","월세","61.2000","202411","30","500","40","1","1989","소태길 22-16","202412~202612","신규","-","","","연립다세대"
"176","전남광주통합특별시 남구 월산동","110-18","0110","0018","광전파크","월세","80.9399","202411","30","1,000","63","3","2013","대남대로308번길 13","202411~202511","신규","-","","","연립다세대"
"177","전남광주통합특별시 광산구 산정동","1146","1146","0000","어등산한양수자인테라스플러스","전세","84.9317","202411","30","33,000","0","4","2021","여대길 340","202503~202703","신규","-","","","연립다세대"
"178","전남광주통합특별시 광산구 장덕동","1049","1049","0000","수완2차골드클래스","전세","68.8945","202411","30","20,000","0","2","2015","풍영로 285","202412~202612","갱신","사용","20,000","0","연립다세대"
"179","전남광주통합특별시 광산구 송정동","556-10","0556","0010","부성하이빌","월세","25.6900","202411","30","100","35","2","2003","송도로270번길 6","202412~202512","신규","-","","","연립다세대"
"180","전남광주통합특별시 광산구 쌍암동","694-134","0694","0134","금강빌라","월세","19.6000","202411","30","300","40","5","2013","임방울대로826번길 19-39","202411~202511","신규","-","","","연립다세대"
"181","전남광주통합특별시 서구 쌍촌동","608-1","0608","0001","대우","월세","94.1800","202411","30","500","50","1","1982","상무민주로 20","202412~202612","신규","-","","","연립다세대"
"182","전남광주통합특별시 북구 중흥동","710-25","0710","0025","(710-25)","전세","21.4300","202411","29","6,500","0","3","2013","경양로 149-1","202502~202702","신규","-","","","연립다세대"
"183","전남광주통합특별시 북구 매곡동","497","0497","0000","라데사포레매곡","전세","137.1131","202411","29","50,000","0","2","2021","하백로5번길 34","202411~202711","신규","-","","","연립다세대"
"184","전남광주통합특별시 광산구 수완동","389-1","0389","0001","수완동라루체더테라스","전세","195.4413","202411","29","52,000","0","1","2019","하완길 41","202501~202701","신규","-","","","연립다세대"
"185","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","전세","59.8500","202411","29","9,000","0","3","1994","소촌로152번길 38","202411~202611","갱신","-","8,000","0","연립다세대"
"186","전남광주통합특별시 남구 봉선동","560-5","0560","0005","AM-CITY","월세","20.7508","202411","28","1,000","45","3","2013","제석로80번안길 7","202411~202611","신규","-","","","연립다세대"
"187","전남광주통합특별시 남구 월산동","615-7","0615","0007","광남주택","월세","52.0200","202411","28","1,000","20","1","1987","수박등로18번길 10-6","202402~202902","신규","-","","","연립다세대"
"188","전남광주통합특별시 서구 화정동","765-1","0765","0001","더브이테라스","전세","59.9337","202411","28","18,579","0","1","2018","화운로126번길 7-6","202412~202609","신규","-","","","연립다세대"
"189","전남광주통합특별시 광산구 쌍암동","694-134","0694","0134","금강빌라","월세","19.6000","202411","28","300","40","3","2013","임방울대로826번길 19-39","202411~202511","신규","-","","","연립다세대"
"190","전남광주통합특별시 북구 용봉동","143-1","0143","0001","세일빌라","월세","37.8000","202411","28","300","50","2","1996","우치로126번길 25","202412~202512","신규","-","","","연립다세대"
"191","전남광주통합특별시 광산구 쌍암동","694-15","0694","0015","대원빌라","월세","18.4800","202411","27","200","27","3","2012","임방울대로826번길 7-34","202411~202511","신규","-","","","연립다세대"
"192","전남광주통합특별시 광양시 금호동","717","0717","0000","목련연립","월세","55.0800","202411","27","300","55","3","1988","폭포사랑길 91","202412~202612","신규","-","","","연립다세대"
"193","전남광주통합특별시 광양시 금호동","684","0684","0000","목련빌라","월세","66.1500","202411","27","300","55","1","1988","금호로 244","202411~202611","신규","-","","","연립다세대"
"194","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","월세","69.0900","202411","27","300","55","2","1988","금호로 41","202411~202611","신규","-","","","연립다세대"
"195","전남광주통합특별시 완도군 완도읍 군내리","452-1","0452","0001","타워팰리스","전세","77.9335","202411","26","15,000","0","4","2019","군내길 91","202412~202612","신규","-","","","연립다세대"
"196","전남광주통합특별시 여수시 광무동","1060","1060","0000","여수브리온오션프랑테라스","월세","84.9096","202411","26","3,000","110","4","2025","광무남2길 2-8","-","-","-","","","연립다세대"
"197","전남광주통합특별시 여수시 광무동","1060","1060","0000","여수브리온오션프랑테라스","월세","84.9096","202411","26","3,000","110","4","2025","광무남2길 2-8","202412~202612","신규","-","","","연립다세대"
"198","전남광주통합특별시 광양시 금호동","717","0717","0000","목련연립","월세","55.7100","202411","26","300","50","3","1988","폭포사랑길 91","202412~202611","신규","-","","","연립다세대"
